id,text,task
6082,sinverguenzas porfavor destruyan la asamblea pero con toda la escoria adentro vieja sinverguenza sabe muy bien la clase de rata que tenía por hija ese era su final por desgracia pasó en la esp,violencia política de género
6083,su función es legislar,no violencia política de género
6084,por unanimidad se acoge el presentado por as referente la resolución para instar al respeto por los derechos humanos libertades de las mujeres condenar actos de vulneración derechos represión violenta con las mujeres niñas en,no violencia política de género
6085,algo de luz que esta haciendo por la policía acribillado por las mujeres que han sido asesinadas así como por los crímenes en el gobierno de correa solo entre locas se defienden,no violencia política de género
6086,callese señora también necesitamos gente inteligente en la asamblea esta usted,no violencia política de género
6087,no terguiversen lo de la ley de comunicación que ese irrespeto se soluciona como varón puño limpio,no violencia política de género
6088,de este gran hombre te acuerdas miserable,no violencia política de género
6089,es enserio quieren les controle una ley comunicación ste señor se iría al tacho de basura si no tuviera audiencia asi cómo muchos más periodistas le invito asambleísta también los saque como alondra baldeón por ahí hay uno de la prefectura etc haga completo el trabajo,no violencia política de género
6090,de miles de niños que violaron te acuerdas miserable,no violencia política de género
6091,de ella se acuerda miserable,no violencia política de género
6092,también que se investigue los asesinatos en la época de correa,no violencia política de género
6093,otro para que descubran que paso con ellos,no violencia política de género
6094,pregunta tu patrón cómo las trataba,no violencia política de género
6095,uds los asambleita son unos hipócritas se aprovechan del dolor ajenos para sacar réditos políticos,no violencia política de género
6096,cuantas leyes ha creado se les cae un diente muerte cruzada se tiran un pedo muerte cruzada el amante te maltrata muerte cruzada el de casa no te truena muerte cruzada,no violencia política de género
6097,miércoles de octubre de hoy conversaremos las h con la asambleísta a las h analista político los esperamos desde las h con,no violencia política de género
6098,marcela la mireya ya les mando la mierda colorin colorado con microfono,violencia política de género
6099,maldita ladrona tu tú asquerosa familia le hicieron mierda al país la pena de muerte para tí,violencia política de género
6100,no necesitan ley para eso tanta ignorancia politiqueria molesta,no violencia política de género
6101,va terminar como c trujillo,no violencia política de género
6102,muy bien pidan información de los asesinatos en el gobierno de correa también gabela por ejemplo ya se olvidaron de los asesinos de ésa época que siguen impunes hable de eso también asambleísta,no violencia política de género
6103,alonso debe ser un pobre muchacho necesitado del trabajo que se intimida con la rabieta de un enano,no violencia política de género
6104,estimado ministro la vía buenavista cerro azul atahualpa zaruma más de años reclamando la atención no tenemos respuesta existen muchos oficios solicitando la atención con informes es urgente,no violencia política de género
6105,vaga ponte hacer leyes acaso eres fiscal ni haces ni dejas hacer,violencia política de género
6106,la holguín es buena pa quitar el hipo,no violencia política de género
6107,cuando legislan en lugar de usar un asesinato para proselitismo político muestren un poco de piedad investiguen la infiltración de las huestes de la mafia en el estado,no violencia política de género
6108,este monsalvete imitador del comediante la vecina lo que causa es pena,no violencia política de género
6109,la ciudadanía mereceré respuesta de los poderes del estado la asamblea debe las leyes para controlar corrupción narcotráfico bienes de origen no justificado terrible que gasten recursos del estado de hechos generados por su propio incumplimiento,no violencia política de género
6110,aver ningun monento se ha dicho que la seguridad es de control de uds lo que se ha criticado es que no se haga una marcha en apoyo la srts policia la cual es mujer uds ni fu ni fa por ella es tiene derecho como las otras personas,no violencia política de género
6111,así como el deja de utilizar el dolor ajeno para tus objetivos de impunidad miserable,no violencia política de género
6112,tanto que criticaba al cacas el es la copia,no violencia política de género
6113,ver morticia que has hecho tu en todo el tiempo que llevas en la asamblea digo mas de tomarte fotos con tu jefe hablar pendejadas,violencia política de género
6114,la misma cosa era un ex presidente que se creía la mamá de tarzan,no violencia política de género
6115,los indígenas amazónicos son los primeros llamar,no violencia política de género
6116,el código del trabajo no es suficiente para regular estas situaciones,no violencia política de género
6117,ponte trabajar mmv,violencia política de género
6118,ponte trabajar basura,violencia política de género
6119,dejen de inventarse leyes si no saben la existencia del código de trabajo no deben opinar,no violencia política de género
6120,guauuu increíble nos dejan sorprendidos con semejante expocicio pregunta suelta alguna vez por curiosidad le dijo eso su hermano le sugirió estos temas solo son topicos para gobiernos que no sean de izquierda osea unes correistas etc,no violencia política de género
